id,name,mood
635,"Fog, The (1980)","['Angry', 'Disgusted', 'Fearful', 'Surprised']"
636,Escape from New York (1981),"['Angry', 'Disgusted', 'Fearful', 'Neutral']"
637,"Howling, The (1981)","['Fearful', 'Neutral', 'Happy', 'Sad', 'Surprised', 'Disgusted']"
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)","['Angry', 'Disgusted', 'Happy', 'Neutral', 'Sad']"
639,"Tin Drum, The (Blechtrommel, Die) (1979)","['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
640,"Cook the Thief His Wife & Her Lover, The (1989)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad']"
641,Paths of Glory (1957),"['Angry', 'Disgusted', 'Fearful', 'Sad', 'Surprised']"
642,"Grifters, The (1990)","['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
643,The Innocent (1994),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
644,"Thin Blue Line, The (1988)","['Angry', 'Disgusted', 'Fearful', 'Surprised']"
645,Paris Is Burning (1990),"['Happy', 'Neutral', 'Sad', 'Angry']"
646,Once Upon a Time in the West (1969),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
647,Ran (1985),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Surprised']"
648,"Quiet Man, The (1952)","['Happy', 'Neutral', 'Sad']"
649,Once Upon a Time in America (1984),"['Disgusted', 'Fearful', 'Surprised', 'Neutral']"
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)","['Disgusted', 'Fearful', 'Neutral', 'Sad', 'Surprised']"
651,Glory (1989),"['Angry', 'Disgusted', 'Fearful', 'Neutral']"
652,Rosencrantz and Guildenstern Are Dead (1990),"['Happy', 'Neutral', 'Sad']"
653,Touch of Evil (1958),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
654,Chinatown (1974),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
655,Stand by Me (1986),"['Happy', 'Neutral', 'Sad']"
656,M (1931),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
657,"Manchurian Candidate, The (1962)","['Angry', 'Disgusted', 'Surprised', 'Neutral']"
658,Pump Up the Volume (1990),"['Happy', 'Neutral', 'Sad']"
659,Arsenic and Old Lace (1944),"['Happy', 'Neutral', 'Sad']"
660,Fried Green Tomatoes (1991),"['Happy', 'Neutral', 'Sad']"
661,High Noon (1952),"['Happy', 'Neutral', 'Sad', 'Disgusted']"
662,Somewhere in Time (1980),"['Happy', 'Neutral', 'Sad', 'Surprised']"
663,Being There (1979),"['Happy', 'Neutral', 'Sad']"
664,"Paris, Texas (1984)","['Happy', 'Neutral', 'Sad', 'Angry', 'Disgusted']"
665,Alien 3 (1992),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
666,Blood For Dracula (Andy Warhol's Dracula) (1974),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
667,Audrey Rose (1977),"['Angry', 'Disgusted', 'Fearful', 'Neutral']"
668,Blood Beach (1981),"['Disgusted', 'Fearful', 'Surprised', 'Neutral']"
669,Body Parts (1991),"['Disgusted', 'Fearful', 'Neutral']"
670,Body Snatchers (1993),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
671,Bride of Frankenstein (1935),"['Angry', 'Disgusted', 'Surprised', 'Neutral', 'Fearful']"
672,Candyman (1992),"['Angry', 'Disgusted', 'Surprised', 'Neutral', 'Fearful']"
673,Cape Fear (1962),"['Angry', 'Disgusted', 'Surprised', 'Neutral', 'Fearful']"
674,Cat People (1982),"['Angry', 'Disgusted', 'Surprised', 'Neutral', 'Fearful']"
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)","['Angry', 'Disgusted', 'Surprised', 'Neutral', 'Fearful']"
676,"Crucible, The (1996)","['Fearful', 'Neutral', 'Surprised']"
677,Fire on the Mountain (1996),"['Happy', 'Neutral', 'Sad']"
678,Volcano (1997),"['Fearful', 'Disgusted', 'Surprised']"
679,Conan the Barbarian (1981),"['Angry', 'Disgusted', 'Fearful', 'Neutral', 'Sad']"
680,Kull the Conqueror (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Sad']"
681,Wishmaster (1997),"['Angry', 'Disgusted', 'Fearful', 'Neutral']"
682,I Know What You Did Last Summer (1997),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
683,Rocket Man (1997),"['Happy', 'Neutral', 'Sad']"
684,In the Line of Fire (1993),"['Disgusted', 'Fearful', 'Surprised', 'Neutral']"
685,Executive Decision (1996),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
686,"Perfect World, A (1993)","['Angry', 'Fearful', 'Surprised', 'Neutral']"
687,McHale's Navy (1997),"['Happy', 'Neutral', 'Sad', 'Surprised']"
688,Leave It to Beaver (1997),"['Fearful', 'Happy', 'Neutral', 'Sad']"
689,"Jackal, The (1997)","['Angry', 'Disgusted', 'Surprised', 'Neutral']"
690,Seven Years in Tibet (1997),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Neutral']"
691,Dark City (1998),"['Disgusted', 'Fearful', 'Surprised', 'Neutral']"
692,"American President, The (1995)","['Happy', 'Neutral', 'Sad', 'Disgusted']"
693,Casino (1995),"['Angry', 'Disgusted', 'Fearful', 'Surprised', 'Sad', 'Neutral']"
694,Persuasion (1995),"['Happy', 'Neutral', 'Sad']"
695,Kicking and Screaming (1995),"['Happy', 'Neutral', 'Sad']"
696,City Hall (1996),"['Angry', 'Disgusted', 'Fearful', 'Neutral']"
697,"Basketball Diaries, The (1995)","['Angry', 'Disgusted', 'Fearful', 'Surprised']"
698,"Browning Version, The (1994)",['Neutral']
699,Little Women (1994),"['Happy', 'Neutral', 'Sad']"
700,Miami Rhapsody (1995),"['Happy', 'Neutral', 'Sad']"
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
702,Barcelona (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
703,Widows' Peak (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
704,"House of the Spirits, The (1993)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
705,Singin' in the Rain (1952),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
706,Bad Moon (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
707,Enchanted April (1991),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
708,"Sex, Lies, and Videotape (1989)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
709,Strictly Ballroom (1992),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
710,Better Off Dead... (1985),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
711,"Substance of Fire, The (1996)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
712,Tin Men (1987),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
713,Othello (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
714,Carrington (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
715,To Die For (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
716,Home for the Holidays (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
717,"Juror, The (1996)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
718,In the Bleak Midwinter (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
719,Canadian Bacon (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
720,First Knight (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
721,Mallrats (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
722,Nine Months (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
723,Boys on the Side (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
724,Circle of Friends (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
725,Exit to Eden (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
726,Fluke (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
727,Immortal Beloved (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
728,Junior (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
729,Nell (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
730,"Queen Margot (Reine Margot, La) (1994)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
731,"Corrina, Corrina (1994)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
732,Dave (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
733,Go Fish (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
734,Made in America (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
735,Philadelphia (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
736,Shadowlands (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
737,Sirens (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
738,Threesome (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
739,Pretty Woman (1990),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
740,Jane Eyre (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
741,"Last Supper, The (1995)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
742,Ransom (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
743,"Crow: City of Angels, The (1996)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
744,Michael Collins (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
745,"Ruling Class, The (1972)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
746,Real Genius (1985),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
747,Benny & Joon (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
748,"Saint, The (1997)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
749,"MatchMaker, The (1997)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
750,Amistad (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
751,Tomorrow Never Dies (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
752,"Replacement Killers, The (1998)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
753,Burnt By the Sun (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
754,Red Corner (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
755,Jumanji (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
756,Father of the Bride Part II (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
757,Across the Sea of Time (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
758,Lawnmower Man 2: Beyond Cyberspace (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
759,Fair Game (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
760,Screamers (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
761,Nick of Time (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
762,Beautiful Girls (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
763,Happy Gilmore (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
764,If Lucy Fell (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
765,Boomerang (1992),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
766,Man of the Year (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
767,"Addiction, The (1995)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
768,Casper (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
769,Congo (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
770,Devil in a Blue Dress (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
771,Johnny Mnemonic (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
772,Kids (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
773,Mute Witness (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
774,"Prophecy, The (1995)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
775,Something to Talk About (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
776,Three Wishes (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
777,Castle Freak (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
778,Don Juan DeMarco (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
779,Drop Zone (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
780,Dumb & Dumber (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
781,French Kiss (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
782,Little Odessa (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
783,Milk Money (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
784,Beyond Bedlam (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
785,Only You (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
786,"Perez Family, The (1995)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
787,Roommates (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
788,Relative Fear (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
789,Swimming with Sharks (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
790,Tommy Boy (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
791,"Baby-Sitters Club, The (1995)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
792,Bullets Over Broadway (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
793,Crooklyn (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
794,It Could Happen to You (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
795,Richie Rich (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
796,Speechless (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
797,Timecop (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
798,Bad Company (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
799,Boys Life (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
800,In the Mouth of Madness (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
801,"Air Up There, The (1994)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
802,Hard Target (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
803,Heaven & Earth (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
804,Jimmy Hollywood (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
805,Manhattan Murder Mystery (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
806,Menace II Society (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
807,Poetic Justice (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
808,"Program, The (1993)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
809,Rising Sun (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
810,"Shadow, The (1994)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
811,Thirty-Two Short Films About Glenn Gould (1993),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
812,Andre (1994),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
813,"Celluloid Closet, The (1995)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
814,"Great Day in Harlem, A (1994)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
815,One Fine Day (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
816,Candyman: Farewell to the Flesh (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
817,Frisk (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
818,Girl 6 (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
819,Eddie (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
820,Space Jam (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
821,Mrs. Winterbourne (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
822,Faces (1968),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
823,Mulholland Falls (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
824,"Great White Hype, The (1996)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
825,"Arrival, The (1996)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
826,"Phantom, The (1996)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
827,Daylight (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
828,Alaska (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
829,Fled (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
830,Power 98 (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
831,Escape from L.A. (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
832,Bogus (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
833,Bulletproof (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
834,Halloween: The Curse of Michael Myers (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
835,"Gay Divorcee, The (1934)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
836,Ninotchka (1939),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
837,Meet John Doe (1941),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
838,In the Line of Duty 2 (1987),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
839,Loch Ness (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
840,Last Man Standing (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
841,"Glimmer Man, The (1996)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
842,Pollyanna (1960),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
843,"Shaggy Dog, The (1959)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
844,Freeway (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
845,That Thing You Do! (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
846,To Gillian on Her 37th Birthday (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
847,Looking for Richard (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
848,"Murder, My Sweet (1944)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
849,Days of Thunder (1990),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
850,"Perfect Candidate, A (1996)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
851,Two or Three Things I Know About Her (1966),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
852,"Bloody Child, The (1996)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
853,Braindead (1992),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
854,Bad Taste (1987),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
855,Diva (1981),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
856,Night on Earth (1991),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
857,Paris Was a Woman (1995),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
858,Amityville: Dollhouse (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
859,April Fool's Day (1986),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
860,"Believers, The (1987)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
861,Nosferatu a Venezia (1986),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
862,Jingle All the Way (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
864,My Fellow Americans (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
865,"Ice Storm, The (1997)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
866,Michael (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
867,"Whole Wide World, The (1996)","['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
868,Hearts and Minds (1996),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
869,Fools Rush In (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
870,Touch (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
871,Vegas Vacation (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
872,Love Jones (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
873,Picture Perfect (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
874,Career Girls (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
875,She's So Lovely (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
876,Money Talks (1997),"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
